STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
36,067,010500,2,1209,+43.142830,-076.102946
36,067,010600,1,1028,+43.130298,-076.103088
36,067,010600,2,1142,+43.129812,-076.112262
36,067,010700,1,876,+43.139938,-076.125564
36,067,010700,2,1165,+43.134161,-076.121743
36,067,010800,1,790,+43.127739,-076.139794
36,067,010800,2,1050,+43.127122,-076.132684
36,067,010800,3,1630,+43.132903,-076.139908
36,067,010800,4,1233,+43.138429,-076.137956
36,067,010900,1,1064,+43.130613,-076.151709
36,067,010900,2,1267,+43.122356,-076.151616
36,067,011011,1,980,+43.126389,-076.175117
36,067,011011,2,628,+43.118964,-076.170033
36,067,011011,3,970,+43.128254,-076.165869
36,067,011011,4,867,+43.125372,-076.169810
36,067,011012,1,990,+43.134328,-076.176681
36,067,011012,2,1252,+43.137602,-076.182832
36,067,011012,3,1915,+43.128277,-076.183358
36,067,011021,1,765,+43.145397,-076.148106
36,067,011021,2,2056,+43.145969,-076.177781
36,067,011022,1,1653,+43.140759,-076.141653
36,067,011022,2,1428,+43.133730,-076.161045
36,067,011101,1,1257,+43.142441,-076.213333
36,067,011101,2,982,+43.135319,-076.213807
36,067,011101,3,1120,+43.140319,-076.232472
36,067,011101,4,1006,+43.135816,-076.219739
36,067,011101,5,1549,+43.145811,-076.222245
36,067,011102,1,772,+43.124237,-076.211657
36,067,011102,2,1691,+43.131184,-076.212858
36,067,011102,3,1443,+43.127038,-076.203683
36,067,011201,1,588,+43.167956,-076.249155
36,067,011201,2,999,+43.164371,-076.250177
36,067,011201,3,1332,+43.173344,-076.260763
36,067,011201,4,856,+43.176136,-076.257846
36,067,011202,1,1917,+43.171548,-076.238689
36,067,011202,2,1999,+43.178324,-076.235125
36,067,011202,3,754,+43.180019,-076.250699
36,067,011231,1,1193,+43.153045,-076.221960
36,067,011231,2,1935,+43.156128,-076.216969
36,067,011231,3,1522,+43.163297,-076.226373
36,067,011232,1,1708,+43.173405,-076.219845
36,067,011232,2,1186,+43.180266,-076.214653
36,067,011232,3,1428,+43.165308,-076.212508
36,067,011241,1,809,+43.167690,-076.155270
36,067,011241,2,1777,+43.174366,-076.173393
36,067,011242,1,670,+43.155526,-076.138943
36,067,011242,2,1020,+43.160696,-076.136783
36,067,011242,3,1718,+43.161275,-076.144801
36,067,011242,4,2606,+43.170177,-076.140920
36,067,011300,1,593,+43.196538,-076.177116
36,067,011300,2,1030,+43.236148,-076.182614
36,067,011300,3,676,+43.209248,-076.233263
36,067,011300,4,1853,+43.190494,-076.257551
36,067,011401,1,1336,+43.206047,-076.294594
36,067,011401,2,1304,+43.181284,-076.309629
36,067,011401,3,1473,+43.192148,-076.295392
36,067,011401,4,1287,+43.184056,-076.283621
36,067,011401,5,1853,+43.178721,-076.293867
36,067,011402,1,1080,+43.148366,-076.448215
36,067,011402,2,628,+43.216858,-076.336768
36,067,011402,3,1396,+43.213510,-076.406141
36,067,011402,4,1056,+43.169608,-076.388197
36,067,011500,1,1772,+43.146895,-076.259729
36,067,011500,2,2495,+43.160527,-076.299355
36,067,011500,3,1636,+43.149645,-076.305308
36,067,011500,4,670,+43.134153,-076.277400
36,067,011600,1,837,+43.161887,-076.338669
36,067,011600,2,1816,+43.171183,-076.336458
36,067,011600,3,1705,+43.169043,-076.351492
36,067,011600,4,730,+43.159772,-076.326371
36,067,011700,1,2733,+43.145215,-076.338263
36,067,011700,2,1466,+43.154501,-076.338502
36,067,011800,1,826,+43.130452,-076.294932
36,067,011800,2,1341,+43.129893,-076.310146
36,067,011800,3,1158,+43.131206,-076.308882
36,067,011800,4,1335,+43.135259,-076.307316
36,067,011800,5,1505,+43.119176,-076.289714
36,067,011900,1,1201,+43.151292,-076.363076
36,067,011900,2,1111,+43.103379,-076.320433
36,067,011900,3,1012,+43.102567,-076.386672
36,067,011900,4,679,+43.144266,-076.395845
36,067,012000,1,610,+43.092169,-076.451895
36,067,012000,2,1733,+43.068121,-076.456005
36,067,012000,3,1458,+43.038820,-076.416297
36,067,012000,4,1675,+43.033705,-076.454976
36,067,012100,1,1670,+43.088953,-076.267112
36,067,012100,2,1081,+43.072530,-076.303123
36,067,012100,3,1819,+43.051568,-076.336362
36,067,012100,4,632,+43.029591,-076.340597
36,067,012200,1,1188,+43.039257,-076.309013
36,067,012300,1,1096,+43.026388,-076.305882
36,067,012300,2,2335,+43.034303,-076.284490
36,067,012400,1,1332,+43.047424,-076.271101
36,067,012400,2,853,+43.046249,-076.280809
36,067,012400,3,1347,+43.044357,-076.290227
36,067,012400,4,847,+43.060681,-076.276175
36,067,012500,1,1075,+43.049054,-076.245584
36,067,012500,2,1228,+43.046774,-076.254790
36,067,012500,3,1446,+43.049461,-076.259772
36,067,012600,1,612,+43.041214,-076.232175
36,067,012600,2,1824,+43.035002,-076.243043
36,067,012600,3,1315,+43.041756,-076.242592
36,067,012600,4,1583,+43.036169,-076.259679
36,067,012700,1,641,+43.051254,-076.235090
36,067,012700,2,1395,+43.059922,-076.248223
36,067,012800,1,877,+43.099069,-076.251719
36,067,012800,2,812,+43.088352,-076.242767
36,067,012800,3,1183,+43.098013,-076.242984
36,067,012900,1,1235,+43.058810,-076.203865
36,067,012900,2,1273,+43.060828,-076.219727
36,067,013000,1,1060,+43.057047,-076.224692
36,067,013000,2,968,+43.056579,-076.217702
36,067,013000,3,1318,+43.052846,-076.206159
36,067,013000,4,791,+43.048688,-076.198141
36,067,013100,1,909,+43.050990,-076.223023
36,067,013100,2,1189,+43.044713,-076.220951
36,067,013100,3,1252,+43.037212,-076.215108
36,067,013100,4,1248,+43.038019,-076.224547
36,067,013200,1,1380,+43.036996,-076.198791
36,067,013200,2,1624,+43.042513,-076.207504
36,067,013300,1,605,+43.109550,-076.207246
36,067,013300,2,706,+43.103204,-076.205733
36,067,013300,3,945,+43.107259,-076.214721
36,067,013400,1,1015,+43.125138,-076.237824
36,067,013400,2,1713,+43.122896,-076.224661
36,067,013400,3,1174,+43.114304,-076.224155
36,067,013400,4,1580,+43.130697,-076.241188
36,067,013500,1,1252,+43.113396,-076.169933
36,067,013500,2,1953,+43.104549,-076.168955
36,067,013500,3,1098,+43.105004,-076.178362
36,067,013500,4,573,+43.112918,-076.189896
36,067,013600,1,1095,+43.097378,-076.188102
36,067,013600,2,933,+43.100275,-076.194382
36,067,013600,3,1194,+43.106458,-076.198552
36,067,013701,1,692,+43.086291,-076.172302
36,067,013701,2,1725,+43.085113,-076.181983
36,067,013701,3,1011,+43.093342,-076.179731
36,067,013701,4,1082,+43.090244,-076.178607
36,067,013800,1,1148,+43.115140,-076.152895
36,067,013800,2,1021,+43.107007,-076.156773
36,067,013900,1,1688,+43.101173,-076.138529
36,067,013900,2,1053,+43.103575,-076.132860
36,067,014000,1,1486,+43.095329,-076.139455
36,067,014000,2,1486,+43.096194,-076.152401
36,067,014000,3,670,+43.102678,-076.149644
36,067,014200,1,1362,+43.086882,-076.137941
36,067,014200,2,1567,+43.077539,-076.119460
36,067,014200,3,1386,+43.081354,-076.131728
36,067,014300,1,1167,+43.066852,-076.066241
36,067,014300,2,745,+43.063692,-076.073546
36,067,014300,3,1166,+43.067817,-076.077286
36,067,014400,1,688,+43.073752,-076.079374
36,067,014400,2,832,+43.081844,-076.103138
36,067,014400,3,908,+43.072913,-076.085639
36,067,014500,1,739,+43.102440,-076.064814
36,067,014500,2,2474,+43.081908,-076.068865
36,067,014500,3,761,+43.073154,-076.067672
36,067,014600,1,1907,+43.051138,-076.080583
36,067,014600,2,1703,+43.047021,-076.082718
36,067,014600,3,737,+43.045112,-076.056558
36,067,014600,4,865,+43.039214,-076.071390
36,067,014700,1,1021,+43.029835,-076.069208
36,067,014700,2,1515,+43.026905,-076.079291
36,067,014700,3,977,+43.029858,-076.102684
36,067,014700,4,1240,+43.022733,-076.101401
36,067,014700,5,1370,+43.016633,-076.085288
36,067,014800,1,636,+43.034970,-076.045696
36,067,014800,2,1540,+43.019447,-076.042251
36,067,014800,3,1106,+43.018988,-076.058125
36,067,014900,1,1977,+42.991199,-076.082764
36,067,015000,1,758,+43.032223,-076.008478
36,067,015000,2,1160,+43.038585,-075.988532
36,067,015000,3,1444,+43.034395,-076.028094
36,067,015000,4,1242,+43.030051,-075.987441
36,067,015100,1,1142,+43.022715,-075.990815
36,067,015100,2,673,+43.013618,-075.996500
36,067,015100,3,1976,+43.022229,-076.017191
36,067,015100,4,1117,+43.009334,-075.982405
36,067,015100,5,1005,+43.025935,-076.007492
36,067,015201,1,1768,+43.001251,-076.005599
36,067,015201,2,1571,+43.005781,-075.993297
36,067,015202,1,2472,+43.000505,-075.946806
36,067,015202,2,2252,+43.004018,-075.962892
36,067,015203,1,1088,+42.990973,-075.994490
36,067,015203,2,1675,+42.993337,-075.971610
36,067,015400,1,1930,+43.076264,-076.004805
36,067,015400,2,1279,+43.067349,-076.022375
36,067,015400,3,1217,+43.062990,-076.021253
36,067,015400,4,1526,+43.080921,-076.014844
36,067,015500,1,1478,+43.053703,-076.026708
36,067,015500,2,1302,+43.053434,-076.015844
36,067,015601,1,1004,+43.107470,-076.010291
36,067,015601,2,1070,+43.080698,-075.969747
36,067,015602,1,862,+43.050018,-075.941611
36,067,015602,2,701,+43.022739,-075.932990
36,067,015701,1,1341,+42.896322,-076.016635
36,067,015701,2,1004,+42.886707,-075.931883
36,067,015702,1,2235,+42.978901,-075.953721
36,067,015702,2,716,+42.947640,-075.943217
36,067,015702,3,740,+42.945764,-076.024618
36,067,015702,4,1044,+42.974508,-076.018692
36,067,015800,1,2001,+42.918712,-076.096193
36,067,015800,2,870,+42.893000,-076.140463
36,067,015800,3,1084,+42.868454,-076.092399
36,067,015800,4,955,+42.969139,-076.079349
36,067,016001,1,1598,+42.947809,-076.258494
36,067,016001,2,842,+42.944197,-076.197865
36,067,016001,3,933,+42.970218,-076.224720
36,067,016002,1,1553,+43.006184,-076.241654
36,067,016002,2,1267,+43.007128,-076.277387
36,067,016100,1,2478,+42.987290,-076.115259
36,067,016200,1,585,+42.976088,-076.139119
36,067,016200,2,1547,+42.979335,-076.146674
36,067,016300,1,1063,+42.986387,-076.170122
36,067,016300,2,1124,+42.996103,-076.173817
36,067,016300,3,1197,+43.009996,-076.171911
36,067,016300,4,1634,+43.009555,-076.191717
36,067,016300,5,1865,+43.005730,-076.213588
36,067,016300,6,1225,+42.992016,-076.189340
36,067,016400,1,725,+43.029584,-076.213159
36,067,016400,2,1360,+43.019434,-076.237988
36,067,016400,3,1941,+43.022582,-076.199984
36,067,016501,1,1782,+42.938719,-076.318483
36,067,016502,1,1174,+42.990718,-076.336357
36,067,016502,2,1228,+42.975603,-076.344003
36,067,016502,3,834,+42.989175,-076.347390
36,067,016502,4,1048,+42.999664,-076.313129
36,067,016600,1,1176,+42.971806,-076.396568
36,067,016600,2,1629,+42.976266,-076.444209
36,067,016600,3,1851,+42.948367,-076.428560
36,067,016700,1,1010,+42.888874,-076.425250
36,067,016700,2,764,+42.923108,-076.389481
36,067,016700,3,682,+42.941216,-076.425384
36,067,016801,1,1001,+42.847154,-076.294060
36,067,016801,2,587,+42.846996,-076.331016
36,067,016802,1,877,+42.859357,-076.194805
36,067,016802,2,1491,+42.869318,-076.255911
36,067,016901,1,712,+42.807967,-076.161266
36,067,016901,2,1049,+42.802424,-076.122684
36,067,016901,3,915,+42.797719,-076.110114
36,067,016902,1,1066,+42.842497,-076.016478
36,067,016902,2,940,+42.823057,-075.993246
36,067,940000,1,831,+42.941745,-076.155778
36,069,050101,1,1021,+43.015444,-077.463443
36,069,050101,2,902,+42.983047,-077.457987
36,069,050101,3,1375,+42.986894,-077.437913
36,069,050103,1,1140,+42.988315,-077.375318
36,069,050103,2,2149,+42.978697,-077.381379
36,069,050104,1,619,+43.017190,-077.432052
36,069,050104,2,2555,+43.014998,-077.414872
36,069,050104,3,1032,+43.015318,-077.388238
36,069,050105,1,1289,+42.977942,-077.409684
36,069,050105,2,682,+42.993823,-077.406075
36,069,050105,3,1455,+42.986028,-077.404922
36,069,050106,1,1641,+42.963115,-077.425472
36,069,050203,1,1225,+42.989689,-077.368782
36,069,050203,2,1955,+42.967649,-077.360655
36,069,050203,3,1177,+42.978362,-077.363892
36,069,050204,1,1783,+43.022140,-077.347181
36,069,050204,2,532,+42.965993,-077.284632
36,069,050204,3,853,+43.013864,-077.285604
36,069,050205,1,2500,+42.956916,-077.332567
36,069,050205,2,2386,+42.951067,-077.349125
36,069,050206,1,1759,+42.979684,-077.339936
36,069,050302,1,1287,+42.953752,-077.229406
36,069,050302,2,1314,+42.963007,-077.212782
36,069,050302,3,1444,+42.970454,-077.231881
36,069,050303,1,1740,+42.961643,-077.139035
36,069,050303,2,1099,+42.969357,-077.160621
36,069,050304,1,1531,+43.009253,-077.211199
36,069,050304,2,989,+43.013002,-077.153955
36,069,050401,1,1185,+42.931243,-076.997650
36,069,050401,2,1181,+42.955014,-077.058595
36,069,050401,3,928,+42.924792,-077.078667
36,069,050402,1,987,+42.961935,-077.070606
36,069,050402,2,730,+42.960064,-077.121981
36,069,050402,3,897,+42.991886,-077.096534
36,069,050402,4,729,+42.983989,-077.009251
36,069,050501,1,1444,+42.915037,-077.423888
36,069,050501,2,1271,+42.899434,-077.425607
36,069,050501,3,925,+42.874051,-077.429486
36,069,050502,1,1246,+42.890184,-077.519524
36,069,050502,2,1494,+42.925849,-077.532031
36,069,050601,1,1272,+42.804222,-077.331294
36,069,050601,2,1766,+42.862825,-077.318675
36,069,050601,3,2736,+42.841258,-077.291889
36,069,050603,1,2066,+42.906225,-077.328859
36,069,050603,2,724,+42.925857,-077.321184
36,069,050604,1,1415,+42.922355,-077.289541
36,069,050604,2,1130,+42.883212,-077.255074
36,069,050800,1,1670,+42.890427,-077.290375
36,069,050800,2,1404,+42.897853,-077.298123
36,069,050900,1,1007,+42.904687,-077.284767
36,069,050900,2,1355,+42.895869,-077.280114
36,069,051001,1,480,+42.878038,-077.289551
36,069,051001,2,1364,+42.883530,-077.285502
36,069,051101,1,658,+42.892251,-077.275144
36,069,051101,2,1135,+42.886653,-077.274698
36,069,051102,1,790,+42.874176,-077.274033
36,069,051102,2,713,+42.880292,-077.276802
36,069,051200,1,1449,+42.924292,-077.201915
36,069,051200,2,1221,+42.864294,-077.228607
36,069,051200,3,1261,+42.879621,-077.194221
36,069,051301,1,634,+42.834340,-077.248477
36,069,051301,2,950,+42.831878,-077.185970
36,069,051302,1,1653,+42.788160,-077.179592
36,069,051302,2,869,+42.802938,-077.263937
36,069,051400,1,976,+42.880989,-077.079449
36,069,051400,2,929,+42.831400,-077.082085
36,069,051400,3,739,+42.786700,-077.072279
36,069,051501,1,905,+42.845565,-077.000144
36,069,051501,2,1063,+42.810089,-076.986589
36,069,051502,1,1496,+42.881002,-077.003333
36,069,051600,1,631,+42.873807,-076.999684
36,069,051600,2,1039,+42.866672,-077.001945
36,069,051700,1,818,+42.878623,-076.973994
36,069,051700,2,728,+42.874316,-076.976172
36,069,051700,3,1010,+42.879198,-076.986047
36,069,051801,1,1093,+42.872400,-076.990630
36,069,051801,2,1366,+42.862736,-076.988540
36,069,051801,3,1062,+42.867142,-076.991227
36,069,051801,4,1886,+42.870404,-076.983996
36,069,051900,1,742,+42.860925,-076.998896
36,069,051900,2,2446,+42.855799,-076.985965
36,069,052001,1,705,+42.733814,-077.579129
36,069,052001,2,425,+42.737852,-077.517435
36,069,052001,3,538,+42.707562,-077.539679
36,069,052002,1,1114,+42.797354,-077.558559
36,069,052002,2,577,+42.819812,-077.500705
36,069,052003,1,831,+42.786497,-077.512157
36,069,052003,2,838,+42.754710,-077.503237
36,069,052101,1,587,+42.732449,-077.351154
36,069,052101,2,1054,+42.716648,-077.418195
36,069,052102,1,1251,+42.836007,-077.421549
36,069,052102,2,1033,+42.792360,-077.424141
36,069,052200,1,778,+42.637294,-077.413275
36,069,052200,2,670,+42.617034,-077.399809
36,069,052200,3,955,+42.605106,-077.434547
36,071,000100,1,786,+41.513525,-074.021140
36,071,000100,2,662,+41.516195,-074.009354
36,071,000100,3,675,+41.512703,-074.012573
36,071,000100,4,1014,+41.514593,-074.015929
36,071,000200,1,1391,+41.513829,-074.033532
36,071,000200,2,1247,+41.505890,-074.035246
36,071,000301,1,1084,+41.500957,-074.021467
36,071,000301,2,1052,+41.502461,-074.017839
36,071,000302,1,1522,+41.507179,-074.020284
36,071,000302,2,1641,+41.504813,-074.023630
36,071,000302,3,1164,+41.504811,-074.028330
36,071,000400,1,1051,+41.510272,-074.008412
36,071,000400,2,882,+41.504709,-074.008529
36,071,000400,3,1032,+41.504919,-074.011947
36,071,000400,4,1034,+41.506309,-074.013721
36,071,000400,5,1087,+41.501231,-074.012797
36,071,000501,1,1686,+41.498083,-074.018909
36,071,000501,2,860,+41.499269,-074.012292
36,071,000501,3,764,+41.497191,-074.011923
36,071,000502,1,1399,+41.495476,-074.015124
36,071,000502,2,703,+41.492817,-074.012130
36,071,000502,3,1189,+41.494007,-074.014518
36,071,000502,4,917,+41.491953,-074.013153
36,071,000600,1,1554,+41.503101,-074.042791
36,071,000600,2,1540,+41.498969,-074.031846
36,071,000600,3,920,+41.496322,-074.026097
36,071,001100,1,1089,+41.457884,-074.403137
36,071,001100,2,1022,+41.451875,-074.407976
36,071,001100,3,1254,+41.447687,-074.405699
36,071,001100,4,1410,+41.449022,-074.412006
36,071,001200,1,1353,+41.460049,-074.409397
36,071,001200,2,1211,+41.455191,-074.414834
36,071,001300,1,1553,+41.459451,-074.425475
36,071,001300,2,1824,+41.456776,-074.417643
36,071,001500,1,1642,+41.442179,-074.417199
36,071,001500,2,2542,+41.440413,-074.409804
36,071,001500,3,1330,+41.433733,-074.419860
36,071,001601,1,2838,+41.424212,-074.436699
36,071,001601,2,2456,+41.432115,-074.444029
36,071,001602,1,1192,+41.444677,-074.433858
36,071,001602,2,830,+41.440245,-074.431194
36,071,001602,3,740,+41.434431,-074.427550
36,071,002100,1,932,+41.384362,-074.685921
36,071,002100,2,1229,+41.381262,-074.681327
36,071,002100,3,1094,+41.376934,-074.683722
36,071,002200,1,969,+41.373558,-074.691146
36,071,002200,2,1060,+41.374177,-074.687132
36,071,002200,3,1372,+41.368207,-074.685066
36,071,002300,1,1131,+41.382705,-074.706164
36,071,002300,2,988,+41.366723,-074.689935
36,071,010101,1,1471,+41.565250,-074.066175
36,071,010101,2,1247,+41.565515,-074.100962
36,071,010101,3,2162,+41.593889,-074.113480
36,071,010102,1,1232,+41.570103,-073.988693
36,071,010102,2,1538,+41.552181,-074.036119
36,071,010102,3,1530,+41.581435,-074.056861
36,071,010102,4,1390,+41.573315,-074.007859
36,071,010200,1,1450,+41.552417,-074.015598
36,071,010200,2,1268,+41.548890,-074.003623
36,071,010200,3,1041,+41.528482,-074.009071
36,071,010200,4,1283,+41.530989,-074.026789
36,071,010300,1,1199,+41.543760,-074.071678
36,071,010300,2,1143,+41.530557,-074.048996
36,071,010300,3,1212,+41.530671,-074.032585
36,071,010400,1,1226,+41.524369,-074.062994
36,071,010400,2,974,+41.517611,-074.047101
36,071,010400,3,2008,+41.504197,-074.057772
36,071,010501,1,1272,+41.526508,-074.103953
36,071,010501,2,1228,+41.520275,-074.082898
36,071,010501,3,1020,+41.523104,-074.123529
36,071,010502,1,1415,+41.544681,-074.095205
36,071,010502,2,1330,+41.530346,-074.091196
36,071,010502,3,646,+41.533858,-074.097634
36,071,010502,4,1700,+41.528430,-074.080939
36,071,010601,1,2393,+41.566282,-074.224248
36,071,010601,2,1107,+41.530671,-074.264131
36,071,010602,1,1886,+41.568787,-074.151558
36,071,010602,2,827,+41.545201,-074.143945
36,071,010602,3,1059,+41.529187,-074.155220
36,071,010701,1,1082,+41.565476,-074.198340
36,071,010701,2,1488,+41.561305,-074.198005
36,071,010702,1,1036,+41.566078,-074.187264
36,071,010702,2,1133,+41.562191,-074.180011
36,071,010702,3,974,+41.560523,-074.188658
36,071,010702,4,1105,+41.555478,-074.190510
36,071,010801,1,617,+41.510364,-074.235009
36,071,010801,2,2161,+41.496554,-074.212392
36,071,010801,3,1201,+41.489359,-074.214839
36,071,010802,1,1874,+41.524981,-074.232375
36,071,010802,2,1446,+41.537595,-074.195507
36,071,010802,3,1977,+41.518620,-074.240331
36,071,010901,1,1436,+41.596293,-074.269928
36,071,010901,2,2022,+41.606977,-074.301074
36,071,010902,1,2032,+41.554074,-074.310899
36,071,010902,2,1396,+41.562098,-074.379806
36,071,010902,3,1132,+41.529132,-074.327529
36,071,010902,4,1112,+41.579714,-074.342614
36,071,011000,1,1084,+41.534886,-074.402257
36,071,011000,2,1171,+41.515432,-074.387374
36,071,011000,3,974,+41.502302,-074.364885
36,071,011000,4,1224,+41.456376,-074.332662
36,071,011000,5,661,+41.481004,-074.323573
36,071,011101,1,1093,+41.482669,-074.367917
36,071,011101,2,2001,+41.483153,-074.382439
36,071,011102,1,1865,+41.476083,-074.351611
36,071,011102,2,1712,+41.470994,-074.362960
36,071,011102,3,1082,+41.472177,-074.356274
36,071,011200,1,1269,+41.443266,-074.387716
36,071,011200,2,948,+41.440195,-074.385967
36,071,011200,3,954,+41.441082,-074.399977
36,071,011200,4,2065,+41.434568,-074.400918
36,071,011301,1,1600,+41.467364,-074.397832
36,071,011301,2,1698,+41.459457,-074.397939
36,071,011301,3,1397,+41.467988,-074.412574
36,071,011302,1,1306,+41.476515,-074.372740
36,071,011302,2,1287,+41.471267,-074.376167
36,071,011302,3,859,+41.458167,-074.389816
36,071,011400,1,1998,+41.506674,-074.433822
36,071,011400,2,802,+41.470984,-074.456194
36,071,011400,3,1370,+41.441025,-074.470195
36,071,011500,1,1271,+41.489615,-074.528794
36,071,011500,2,1559,+41.489687,-074.487078
36,071,011500,3,1001,+41.455855,-074.506693
36,071,011500,4,1154,+41.434447,-074.558955
36,071,011500,5,1552,+41.467586,-074.537927
36,071,011601,1,1139,+41.384212,-074.652642
36,071,011601,2,2173,+41.415765,-074.646280
36,071,011601,3,615,+41.451239,-074.595143
36,071,011602,1,686,+41.478457,-074.642651
36,071,011602,2,732,+41.483747,-074.572816
36,071,011602,3,1096,+41.412452,-074.711496
36,071,011602,4,1068,+41.436999,-074.731367
36,071,011701,1,1746,+41.402012,-074.565449
36,071,011701,2,2015,+41.360672,-074.584558
36,071,011701,3,928,+41.370530,-074.626176
36,071,011702,1,1856,+41.354338,-074.532631
36,071,011702,2,1563,+41.326184,-074.520959
36,071,011702,3,1202,+41.310779,-074.567785
36,071,011801,1,2139,+41.417102,-074.462629
36,071,011801,2,664,+41.410598,-074.411784
36,071,011801,3,1999,+41.386285,-074.497535
36,071,011802,1,1149,+41.357917,-074.462940
36,071,011802,2,1583,+41.391334,-074.436483
36,071,011900,1,1773,+41.368627,-074.382011
36,071,011900,2,1857,+41.365126,-074.340916
36,071,011900,3,394,+41.356395,-074.366270
36,071,011900,4,708,+41.408080,-074.358749
36,071,011900,5,1849,+41.415269,-074.325671
36,071,012100,1,779,+41.403168,-074.338176
36,071,012100,2,1022,+41.395249,-074.325988
36,071,012100,3,949,+41.372631,-074.301425
36,071,012100,4,1094,+41.404029,-074.326732
36,071,012200,1,1745,+41.411821,-074.324523
36,071,012200,2,1149,+41.400822,-074.316818
36,071,012200,3,1252,+41.391772,-074.298302
36,071,012300,1,1103,+41.452248,-074.296974
36,071,012300,2,1789,+41.448972,-074.256215
36,071,012300,3,1202,+41.448722,-074.207535
36,071,012300,4,1321,+41.422957,-074.243443
36,071,012601,1,1751,+41.485868,-074.051521
36,071,012601,2,2433,+41.475099,-074.055452
36,071,012602,1,1306,+41.463742,-074.049591
36,071,012602,2,909,+41.452719,-074.053091
36,071,012602,3,1153,+41.459392,-074.056297
36,071,012700,1,815,+41.476450,-074.038773
36,071,012700,2,873,+41.488206,-074.026654
36,071,012700,3,596,+41.482234,-074.024166
36,071,012700,4,876,+41.482521,-074.017520
36,071,012700,5,852,+41.473005,-074.022249
36,071,012800,1,667,+41.471672,-074.038286
36,071,012800,2,1273,+41.468371,-074.028007
36,071,012800,3,651,+41.467201,-074.039952
36,071,012800,4,1718,+41.461060,-074.036445
36,071,012800,5,666,+41.467102,-074.018473
36,071,012900,1,1240,+41.446571,-074.016388
36,071,012900,2,1018,+41.439484,-074.025668
36,071,012900,3,932,+41.441022,-074.015850
36,071,013000,1,1391,+41.437986,-074.047068
36,071,013000,2,1160,+41.442944,-074.053649
36,071,013000,3,801,+41.442079,-074.032442
36,071,013000,4,1226,+41.436073,-074.037509
36,071,013100,1,1025,+41.435767,-074.108303
36,071,013100,2,1112,+41.432708,-074.082098
36,071,013100,3,1326,+41.408530,-074.065255
36,071,013100,4,623,+41.400855,-074.039379
36,071,013100,5,1030,+41.429409,-074.021441
36,071,013201,1,811,+41.435055,-074.130608
36,071,013201,2,747,+41.425090,-074.142511
36,071,013201,3,1377,+41.431459,-074.158674
36,071,013201,4,2040,+41.435038,-074.146688
36,071,013202,1,1270,+41.423399,-074.163396
36,071,013202,2,1084,+41.436017,-074.167599
36,071,013301,1,2511,+41.410452,-074.180777
36,071,013301,2,1113,+41.389452,-074.148673
36,071,013301,3,985,+41.391277,-074.137659
36,071,013302,1,1378,+41.389124,-074.226072
36,071,013302,2,1449,+41.353282,-074.217183
36,071,013400,1,671,+41.380796,-074.187701
36,071,013400,2,825,+41.368710,-074.189502
36,071,013400,3,2550,+41.371908,-074.174490
36,071,013500,1,2524,+41.362979,-074.140817
36,071,013500,2,1535,+41.351698,-074.135938
36,071,013500,3,2278,+41.353167,-074.125053
36,071,013600,1,7306,+41.391437,-073.965535
36,071,013700,1,1280,+41.373534,-073.967955
36,071,013700,2,1360,+41.370364,-073.967993
36,071,013800,1,763,+41.359639,-073.966842
36,071,013800,2,1156,+41.342699,-073.977779
36,071,013800,3,1074,+41.334568,-073.994809
36,071,013900,1,1355,+41.331465,-074.138102
36,071,013900,2,700,+41.327964,-074.125949
36,071,013900,3,1302,+41.329708,-074.115372
36,071,013900,4,1832,+41.355134,-074.101600
36,071,014101,1,1256,+41.332698,-074.182775
36,071,014101,2,1674,+41.327643,-074.185113
36,071,014101,3,1919,+41.312278,-074.175876
36,071,014102,1,1726,+41.316522,-074.151689
36,071,014102,2,1185,+41.319826,-074.170508
36,071,014102,3,1031,+41.311802,-074.159047
36,071,014102,4,1877,+41.307327,-074.156427
36,071,014201,1,1319,+41.329405,-074.205005
36,071,014201,2,1167,+41.324586,-074.199301
36,071,014201,3,1573,+41.313183,-074.222362
36,071,014202,1,931,+41.316350,-074.194752
36,071,014202,2,1295,+41.303043,-074.179295
36,071,014202,3,1309,+41.294163,-074.165253
36,071,014202,4,1674,+41.308388,-074.203981
36,071,014202,5,1592,+41.287512,-074.216516
36,071,014301,1,1197,+41.372081,-074.269306
36,071,014301,2,1235,+41.362975,-074.264638
36,071,014301,3,1013,+41.358226,-074.277250
36,071,014301,4,1784,+41.360853,-074.292314
36,071,014302,1,1879,+41.322613,-074.298085
36,071,014302,2,2536,+41.318989,-074.259820
36,071,014302,3,842,+41.309829,-074.234324
36,071,014302,4,2160,+41.289070,-074.247860
36,071,014400,1,1106,+41.336510,-074.354319
36,071,014400,2,1479,+41.298023,-074.352733
36,071,014400,3,802,+41.327584,-074.350349
36,071,014400,4,1316,+41.322585,-074.361422
36,071,014501,1,1928,+41.295279,-074.459987
36,071,014501,2,931,+41.270788,-074.466711
36,071,014501,3,1490,+41.299759,-074.409023
36,071,014502,1,2046,+41.268295,-074.384844
36,071,014502,2,1309,+41.228684,-074.340863
36,071,014502,3,2269,+41.245603,-074.412065
36,071,014601,1,1076,+41.256497,-074.347631
36,071,014601,2,1021,+41.243656,-074.352666
36,071,014601,3,910,+41.257017,-074.337868
36,071,014601,4,687,+41.239471,-074.357238
