STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,POPULATION,LATITUDE,LONGITUDE
36,047,013000,2,1414,+40.632040,-074.020123
36,047,013000,3,1241,+40.631319,-074.021822
36,047,013000,4,1460,+40.633182,-074.022605
36,047,013100,1,1017,+40.678645,-073.978811
36,047,013100,2,967,+40.678021,-073.979373
36,047,013100,3,854,+40.676481,-073.978829
36,047,013100,4,1141,+40.677537,-073.981335
36,047,013200,1,1054,+40.629572,-074.014362
36,047,013200,2,1816,+40.628374,-074.015242
36,047,013300,1,1019,+40.676102,-073.980694
36,047,013300,2,1244,+40.675511,-073.981234
36,047,013300,3,995,+40.674794,-073.981366
36,047,013300,4,1153,+40.674292,-073.982008
36,047,013400,1,1506,+40.629768,-074.018585
36,047,013400,2,1307,+40.630609,-074.023642
36,047,013400,3,1399,+40.629087,-074.021009
36,047,013500,1,1137,+40.672732,-073.981678
36,047,013500,2,1390,+40.671860,-073.983234
36,047,013500,3,1272,+40.673855,-073.984099
36,047,013600,1,1065,+40.626843,-074.021502
36,047,013600,2,1028,+40.625711,-074.022710
36,047,013600,3,831,+40.627191,-074.025068
36,047,013600,4,1155,+40.628635,-074.024475
36,047,013700,1,1091,+40.671380,-073.984724
36,047,013700,2,1029,+40.670811,-073.985297
36,047,013700,3,1286,+40.669702,-073.985515
36,047,013800,1,1541,+40.624803,-074.024218
36,047,013800,2,857,+40.624336,-074.026231
36,047,013800,3,849,+40.622961,-074.026825
36,047,013900,1,909,+40.667388,-073.986135
36,047,013900,2,1179,+40.667139,-073.988196
36,047,013900,3,879,+40.668549,-073.988521
36,047,013900,4,760,+40.668926,-073.986658
36,047,014000,1,1016,+40.621940,-074.018624
36,047,014000,2,1120,+40.619893,-074.020610
36,047,014101,1,1621,+40.666069,-073.988917
36,047,014102,1,886,+40.665509,-073.991028
36,047,014102,2,972,+40.664281,-073.988701
36,047,014200,1,1251,+40.623225,-074.021730
36,047,014200,2,958,+40.621628,-074.024635
36,047,014200,3,1225,+40.622888,-074.023863
36,047,014300,1,1256,+40.664644,-073.993091
36,047,014300,2,1336,+40.663021,-073.992121
36,047,014300,3,1113,+40.662401,-073.992898
36,047,014500,1,1238,+40.660396,-073.992619
36,047,014500,2,1221,+40.660914,-073.995711
36,047,014500,3,973,+40.662269,-073.997662
36,047,014500,4,972,+40.662169,-073.994868
36,047,014700,1,715,+40.660567,-073.988997
36,047,014700,2,1527,+40.659081,-073.990405
36,047,014800,1,550,+40.617874,-074.011747
36,047,014800,2,694,+40.615809,-074.013895
36,047,014901,1,834,+40.664423,-073.985296
36,047,014901,2,695,+40.663437,-073.982807
36,047,014902,1,1479,+40.661802,-073.984146
36,047,014902,2,960,+40.660828,-073.986303
36,047,014902,3,1162,+40.662983,-073.986437
36,047,015000,1,882,+40.616500,-074.009590
36,047,015000,2,909,+40.614476,-074.011697
36,047,015100,1,903,+40.665759,-073.980869
36,047,015100,2,1042,+40.664508,-073.981914
36,047,015100,3,1019,+40.665630,-073.984291
36,047,015100,4,732,+40.666854,-073.983268
36,047,015200,1,673,+40.613854,-074.025978
36,047,015200,2,840,+40.616103,-074.023999
36,047,015200,3,1032,+40.617707,-074.022781
36,047,015300,1,137,+40.668400,-073.978673
36,047,015300,2,911,+40.666909,-073.979909
36,047,015300,3,819,+40.668038,-073.982278
36,047,015300,4,766,+40.669274,-073.981248
36,047,015400,1,9,+40.605891,-074.019008
36,047,015500,1,704,+40.671215,-073.977396
36,047,015500,2,975,+40.670852,-073.978391
36,047,015500,3,1027,+40.670252,-073.978896
36,047,015500,4,760,+40.669747,-073.979597
36,047,015700,1,1043,+40.674059,-073.975451
36,047,015700,2,1030,+40.673419,-073.975864
36,047,015700,3,1323,+40.672538,-073.976184
36,047,015700,4,1051,+40.672144,-073.977571
36,047,015900,1,984,+40.674619,-073.973770
36,047,015900,2,911,+40.675613,-073.976296
36,047,015900,3,929,+40.676991,-073.975330
36,047,015900,4,988,+40.675851,-073.972975
36,047,015900,5,0,+40.674014,-073.970119
36,047,015900,6,1394,+40.674669,-073.971449
36,047,016000,1,1333,+40.618472,-074.025574
36,047,016000,2,1007,+40.616715,-074.028912
36,047,016000,3,1178,+40.618657,-074.027082
36,047,016000,4,944,+40.620682,-074.026393
36,047,016100,1,1152,+40.679248,-073.972923
36,047,016100,2,0,+40.682345,-073.972299
36,047,016100,3,1191,+40.681317,-073.972627
36,047,016100,4,1107,+40.678320,-073.974453
36,047,016200,1,1027,+40.615332,-074.029827
36,047,016200,2,1191,+40.613062,-074.032170
36,047,016300,1,0,+40.681685,-073.969161
36,047,016300,2,1907,+40.680316,-073.969610
36,047,016300,3,1417,+40.677921,-073.970470
36,047,016300,4,764,+40.676673,-073.970794
36,047,016400,0,0,+40.604613,-074.031711
36,047,016400,1,775,+40.607421,-074.028694
36,047,016500,1,1179,+40.672334,-073.972139
36,047,016500,2,1449,+40.670850,-073.973276
36,047,016500,3,1463,+40.668981,-073.974859
36,047,016500,4,989,+40.667548,-073.976060
36,047,016600,1,1006,+40.619410,-074.017320
36,047,016600,2,962,+40.618096,-074.015099
36,047,016700,1,1059,+40.666276,-073.977118
36,047,016700,2,1011,+40.665198,-073.978017
36,047,016700,3,1239,+40.663906,-073.979091
36,047,016700,4,1445,+40.662497,-073.980293
36,047,016800,0,0,+40.601254,-074.018238
36,047,016800,1,1695,+40.604698,-074.015246
36,047,016900,1,831,+40.659898,-073.979097
36,047,016900,2,1144,+40.661062,-073.981511
36,047,016900,3,830,+40.659229,-073.981162
36,047,016900,4,991,+40.658691,-073.982248
36,047,016900,5,663,+40.658025,-073.982626
36,047,017000,1,959,+40.612087,-074.010184
36,047,017000,2,1374,+40.610745,-074.012505
36,047,017000,3,1271,+40.608245,-074.014253
36,047,017100,1,1238,+40.658358,-073.976145
36,047,017100,2,742,+40.656925,-073.975944
36,047,017100,3,865,+40.656179,-073.976590
36,047,017100,4,872,+40.656085,-073.978668
36,047,017200,1,1802,+40.609772,-074.009210
36,047,017200,2,1498,+40.607383,-074.012038
36,047,017400,0,0,+40.600368,-074.014246
36,047,017400,1,1020,+40.603454,-074.012084
36,047,017400,2,930,+40.605261,-074.010360
36,047,017500,1,5,+40.652141,-073.990253
36,047,017600,0,0,+40.599173,-074.011656
36,047,017600,1,1074,+40.602229,-074.008124
36,047,017600,2,1344,+40.603451,-074.008895
36,047,017700,1,15,+40.664425,-073.970988
36,047,017800,1,1324,+40.608318,-074.003790
36,047,017800,2,1635,+40.605875,-074.005784
36,047,017900,1,1417,+40.683523,-073.970443
36,047,017900,2,1739,+40.684181,-073.972598
36,047,017900,3,739,+40.685388,-073.970330
36,047,018000,1,1447,+40.609236,-074.006607
36,047,018000,2,1678,+40.607231,-074.008082
36,047,018100,1,1046,+40.687830,-073.972281
36,047,018100,2,846,+40.687877,-073.973289
36,047,018100,3,1213,+40.687986,-073.974276
36,047,018100,4,1099,+40.687719,-073.970665
36,047,018200,1,1228,+40.614212,-074.001488
36,047,018200,2,2517,+40.611549,-074.003337
36,047,018300,1,1208,+40.691788,-073.970418
36,047,018300,2,874,+40.690629,-073.972348
36,047,018300,3,702,+40.692460,-073.972677
36,047,018400,1,1231,+40.613063,-074.005997
36,047,018400,2,1229,+40.614290,-074.008304
36,047,018501,1,711,+40.694627,-073.972672
36,047,018501,2,1599,+40.695550,-073.974881
36,047,018501,3,1264,+40.694681,-073.974519
36,047,018501,4,887,+40.693768,-073.974446
36,047,018600,1,1277,+40.614936,-074.003970
36,047,018600,2,1087,+40.616326,-074.006187
36,047,018700,1,1336,+40.694534,-073.970497
36,047,018800,1,1289,+40.617991,-074.002093
36,047,018800,2,1666,+40.616823,-074.003209
36,047,019000,1,1692,+40.622840,-073.999219
36,047,019000,2,1549,+40.621230,-074.000342
36,047,019000,3,1612,+40.620123,-074.001665
36,047,019100,1,1468,+40.695058,-073.962438
36,047,019100,2,1150,+40.694636,-073.965753
36,047,019100,3,809,+40.694481,-073.968030
36,047,019200,1,1119,+40.629902,-073.997990
36,047,019200,2,1137,+40.629093,-073.998584
36,047,019200,3,1211,+40.627620,-074.000328
36,047,019200,4,74,+40.625857,-073.997495
36,047,019300,1,2567,+40.692926,-073.963624
36,047,019300,2,1050,+40.691653,-073.960120
36,047,019300,3,680,+40.691112,-073.962917
36,047,019300,4,1982,+40.689329,-073.962562
36,047,019400,1,1518,+40.625732,-073.999538
36,047,019400,2,918,+40.624700,-074.001062
36,047,019400,3,1134,+40.626269,-074.003015
36,047,019500,1,821,+40.691490,-073.966016
36,047,019500,2,912,+40.691322,-073.966970
36,047,019500,3,1245,+40.692092,-073.968111
36,047,019500,4,706,+40.691849,-073.969065
36,047,019600,1,1698,+40.623325,-074.002488
36,047,019600,2,1380,+40.622637,-074.005189
36,047,019600,3,1613,+40.624593,-074.004758
36,047,019700,1,417,+40.688946,-073.965874
36,047,019700,2,924,+40.687585,-073.964404
36,047,019700,3,1279,+40.687297,-073.967218
36,047,019700,4,965,+40.688729,-073.968142
36,047,019800,1,796,+40.620610,-074.005315
36,047,019800,2,1265,+40.618494,-074.007517
36,047,019900,1,619,+40.685503,-073.966525
36,047,019900,2,747,+40.683870,-073.966363
36,047,019900,3,1525,+40.682544,-073.966741
36,047,019900,4,1087,+40.685303,-073.968288
36,047,020000,1,1316,+40.621844,-074.007617
36,047,020000,2,1126,+40.619684,-074.009865
36,047,020100,1,802,+40.684878,-073.962595
36,047,020100,2,1096,+40.681809,-073.963249
36,047,020100,3,987,+40.683738,-073.963911
36,047,020100,4,977,+40.685756,-073.964346
36,047,020200,1,1101,+40.623265,-074.009725
36,047,020200,2,1046,+40.621209,-074.011864
36,047,020300,1,1219,+40.679652,-073.963428
36,047,020300,2,913,+40.680172,-073.966408
36,047,020400,1,1034,+40.624495,-074.012032
36,047,020400,2,1006,+40.622584,-074.014020
36,047,020500,1,901,+40.678203,-073.964679
36,047,020500,2,1372,+40.677514,-073.965900
36,047,020500,3,1132,+40.676576,-073.965934
36,047,020600,1,1317,+40.626356,-074.013608
36,047,020600,2,1188,+40.623936,-074.016629
36,047,020700,1,1998,+40.674766,-073.964892
36,047,020700,2,1602,+40.674287,-073.967842
36,047,020700,3,1271,+40.675692,-073.968364
36,047,020800,1,1008,+40.625162,-074.007754
36,047,020800,2,1391,+40.625307,-074.009889
36,047,020800,3,1383,+40.627380,-074.011272
36,047,021000,1,1588,+40.626533,-074.006327
36,047,021000,2,1524,+40.627887,-074.008505
36,047,021000,3,1376,+40.629011,-074.010291
36,047,021100,1,546,+40.697219,-073.977107
36,047,021100,2,1560,+40.697047,-073.972095
36,047,021100,3,399,+40.696884,-073.967073
36,047,021200,1,2126,+40.630350,-074.005536
36,047,021200,2,1573,+40.628251,-074.004540
36,047,021200,3,1579,+40.629396,-074.007321
36,047,021300,1,864,+40.670080,-073.959297
36,047,021300,2,1933,+40.667984,-073.960301
36,047,021300,3,1083,+40.666136,-073.960881
36,047,021400,1,28,+40.631386,-074.005413
36,047,021400,2,1291,+40.631319,-074.001350
36,047,021400,3,1183,+40.632460,-074.003896
36,047,021500,1,870,+40.674136,-073.961776
36,047,021500,2,963,+40.672600,-073.961884
36,047,021500,3,1480,+40.673611,-073.964965
36,047,021500,4,2256,+40.672804,-073.964889
36,047,021600,1,1389,+40.631610,-073.997463
36,047,021600,2,1141,+40.632837,-073.999770
36,047,021600,3,1750,+40.634046,-074.002066
36,047,021700,1,1726,+40.673738,-073.958651
36,047,021700,2,2625,+40.672046,-073.959430
36,047,021800,1,1486,+40.633081,-073.996012
36,047,021800,2,1371,+40.634520,-073.998021
36,047,021800,3,1334,+40.635673,-074.000035
36,047,021900,1,1096,+40.673361,-073.954895
36,047,021900,2,1447,+40.672095,-073.954815
36,047,021900,3,1682,+40.671131,-073.955722
36,047,022000,1,1788,+40.635661,-073.993248
36,047,022000,2,1244,+40.635027,-073.995385
36,047,022000,3,1253,+40.636671,-073.997246
36,047,022000,4,1375,+40.637369,-073.996160
36,047,022100,1,1577,+40.677587,-073.954145
36,047,022100,2,1415,+40.675662,-073.954582
36,047,022100,3,905,+40.674333,-073.954525
36,047,022200,1,2043,+40.637620,-073.991211
36,047,022200,2,1293,+40.637308,-073.993643
36,047,022200,3,2297,+40.639117,-073.993559
36,047,022400,1,1247,+40.640131,-073.988600
36,047,022400,2,1571,+40.639060,-073.989712
36,047,022400,3,1486,+40.640540,-073.992021
36,047,022400,4,1813,+40.641679,-073.990594
36,047,022600,1,1373,+40.641569,-073.985605
36,047,022600,2,1291,+40.643205,-073.988680
36,047,022700,1,920,+40.682017,-073.954565
36,047,022700,2,1094,+40.680543,-073.956197
36,047,022700,3,926,+40.682241,-073.957143
36,047,022700,4,1575,+40.681614,-073.959849
36,047,022800,1,1403,+40.641100,-073.980887
36,047,022800,2,1515,+40.637799,-073.980589
36,047,022800,3,720,+40.639120,-073.982477
36,047,022900,1,800,+40.686330,-073.955606
36,047,022900,2,940,+40.684645,-073.955325
36,047,022900,3,840,+40.686194,-073.958077
36,047,022900,4,1343,+40.684424,-073.957724
36,047,023000,1,1732,+40.636019,-073.982167
36,047,023000,2,1058,+40.637433,-073.984206
36,047,023000,3,1652,+40.639887,-073.986384
36,047,023100,1,1234,+40.688060,-073.961291
36,047,023100,2,1823,+40.685718,-073.960640
36,047,023100,3,775,+40.683871,-073.961197
36,047,023200,1,1425,+40.634207,-073.984004
36,047,023200,2,1644,+40.635650,-073.987406
36,047,023200,3,1181,+40.637127,-073.988138
36,047,023200,4,954,+40.638336,-073.986881
36,047,023200,5,1178,+40.636290,-073.985421
36,047,023300,1,1333,+40.687930,-073.958421
36,047,023300,2,2588,+40.689941,-073.958101
36,047,023300,3,2040,+40.688971,-073.956140
36,047,023400,1,1859,+40.634625,-073.987679
36,047,023400,2,1977,+40.634122,-073.988357
36,047,023400,3,2087,+40.633445,-073.988744
36,047,023500,1,3091,+40.691727,-073.957559
36,047,023500,2,2830,+40.693607,-073.957541
36,047,023600,1,1652,+40.630817,-073.987530
36,047,023600,2,1975,+40.632343,-073.991451
36,047,023600,3,1518,+40.632652,-073.990453
36,047,023600,4,1403,+40.633150,-073.989767
36,047,023800,1,1612,+40.629259,-073.989153
36,047,023800,2,2189,+40.630572,-073.991372
36,047,023800,3,1613,+40.631798,-073.993684
36,047,024000,1,1401,+40.627783,-073.990691
36,047,024000,2,1707,+40.628549,-073.993937
36,047,024000,3,2057,+40.629491,-073.993426
36,047,024100,1,1948,+40.692590,-073.954646
36,047,024100,2,1227,+40.690406,-073.953447
36,047,024200,1,1473,+40.624608,-073.990836
36,047,024200,2,1816,+40.627144,-073.994433
36,047,024300,1,1554,+40.688941,-073.953151
36,047,024300,2,1404,+40.687494,-073.952863
36,047,024300,3,1389,+40.685885,-073.952543
36,047,024400,1,948,+40.620052,-073.983980
36,047,024400,2,1342,+40.621710,-073.985822
36,047,024400,3,1361,+40.622943,-073.988122
36,047,024500,1,975,+40.684539,-073.952276
36,047,024500,2,1638,+40.683065,-073.951983
36,047,024500,3,789,+40.681959,-073.951761
36,047,024500,4,855,+40.681111,-073.951207
36,047,024600,1,1109,+40.617701,-073.979247
36,047,024600,2,1190,+40.618066,-073.983027
36,047,024600,3,1137,+40.619051,-073.981436
36,047,024700,1,1596,+40.679234,-073.947208
36,047,024700,2,1224,+40.679560,-073.951771
36,047,024800,1,1316,+40.620228,-073.988498
36,047,024800,2,1331,+40.621764,-073.990487
36,047,024900,1,1117,+40.684976,-073.948815
36,047,024900,2,1383,+40.683482,-073.948518
36,047,024900,3,1257,+40.682069,-073.948237
36,047,024900,4,507,+40.680790,-073.947697
36,047,025000,1,861,+40.623590,-073.995398
36,047,025000,2,887,+40.621959,-073.996770
36,047,025100,1,1249,+40.689240,-073.949662
36,047,025100,2,1513,+40.687759,-073.949369
36,047,025100,3,1447,+40.686522,-073.949123
36,047,025200,1,773,+40.618539,-073.989071
36,047,025200,2,1576,+40.619099,-073.992079
36,047,025200,3,1282,+40.620540,-073.994450
36,047,025200,4,1669,+40.621140,-073.992696
36,047,025300,1,1562,+40.694490,-073.950709
36,047,025300,2,1299,+40.692950,-073.950401
36,047,025300,3,656,+40.691568,-073.950119
36,047,025400,1,1103,+40.615456,-073.981566
36,047,025400,2,1185,+40.616786,-073.983769
36,047,025400,3,1362,+40.617930,-073.986187
36,047,025500,1,2742,+40.698493,-073.951506
36,047,025500,2,2057,+40.696291,-073.951066
36,047,025600,1,1477,+40.614142,-073.984441
36,047,025600,2,1889,+40.616069,-073.987322
36,047,025700,1,1649,+40.696880,-073.948046
36,047,025700,2,504,+40.698432,-073.945457
36,047,025700,3,669,+40.699562,-073.945898
36,047,025800,1,1553,+40.611951,-073.985215
36,047,025800,2,1795,+40.613372,-073.987345
36,047,025800,3,1725,+40.614715,-073.989531
36,047,025901,1,2328,+40.695045,-073.946067
36,047,025902,1,3560,+40.696965,-073.945153
36,047,026000,1,1265,+40.616996,-073.990654
36,047,026000,2,932,+40.615640,-073.992044
36,047,026000,3,1459,+40.617473,-073.993721
36,047,026100,1,1357,+40.693721,-073.944527
36,047,026100,2,1179,+40.692204,-073.944209
36,047,026100,3,1395,+40.690918,-073.945551
36,047,026100,4,1286,+40.691927,-073.947066
36,047,026100,5,1262,+40.693305,-073.947344
36,047,026200,1,1456,+40.619805,-073.996601
36,047,026200,2,1270,+40.618068,-073.997646
36,047,026300,1,2088,+40.689259,-073.944732
36,047,026400,1,851,+40.615883,-073.995359
36,047,026400,2,1126,+40.614762,-073.996510
36,047,026400,3,1744,+40.613643,-073.998211
36,047,026400,4,1382,+40.615620,-073.998973
36,047,026500,1,1286,+40.688023,-073.944662
36,047,026500,2,1250,+40.687272,-073.944673
36,047,026500,3,1080,+40.686540,-073.944524
36,047,026500,4,769,+40.685912,-073.943474
36,047,026600,1,1306,+40.610969,-073.987650
36,047,026600,2,1551,+40.612827,-073.990108
36,047,026600,3,1104,+40.614214,-073.993506
36,047,026700,1,1032,+40.685070,-073.944269
36,047,026700,2,1021,+40.684358,-073.943945
36,047,026700,3,1087,+40.683626,-073.943900
36,047,026700,4,1088,+40.682862,-073.943920
36,047,026800,1,1254,+40.609356,-073.987914
36,047,026800,2,970,+40.609249,-073.989963
36,047,026800,3,1498,+40.611763,-073.992621
36,047,026800,4,964,+40.610784,-073.990034
36,047,026900,1,926,+40.681931,-073.942181
36,047,026900,2,909,+40.680589,-073.941820
36,047,026900,3,1170,+40.680949,-073.944827
36,047,027000,1,1417,+40.604806,-073.989015
36,047,027000,2,1302,+40.606633,-073.990752
36,047,027100,1,2220,+40.678932,-073.940841
36,047,027100,2,1273,+40.679080,-073.935282
36,047,027200,1,1116,+40.608538,-073.990331
36,047,027200,2,1377,+40.608503,-073.992411
36,047,027200,3,1140,+40.607767,-073.994691
36,047,027300,1,736,+40.682098,-073.937527
36,047,027300,2,674,+40.681231,-073.938577
36,047,027300,3,1721,+40.680366,-073.937045
36,047,027400,1,1263,+40.609739,-073.994706
36,047,027400,2,2009,+40.611882,-073.995896
36,047,027500,1,775,+40.684891,-073.939312
36,047,027500,2,1220,+40.684271,-073.938290
36,047,027500,3,981,+40.683518,-073.938221
36,047,027500,4,1095,+40.682815,-073.937821
36,047,027600,1,1392,+40.612377,-073.998951
36,047,027600,2,1197,+40.610981,-073.998887
36,047,027600,3,1297,+40.610192,-073.999533
36,047,027700,1,1443,+40.687747,-073.937492
36,047,027700,2,985,+40.686266,-073.937198
36,047,027700,3,570,+40.685561,-073.940004
36,047,027700,4,1353,+40.687391,-073.940367
36,047,027800,1,1797,+40.608387,-073.999527
36,047,027800,2,1745,+40.605767,-074.002299
36,047,027900,1,1035,+40.690840,-073.939712
36,047,027900,2,912,+40.690134,-073.939338
36,047,027900,3,909,+40.689395,-073.939250
36,047,027900,4,818,+40.688650,-073.939211
36,047,028000,0,0,+40.598124,-074.009773
36,047,028000,1,748,+40.600851,-074.006891
36,047,028000,2,1114,+40.602978,-074.004817
36,047,028100,1,1703,+40.693451,-073.938657
36,047,028100,2,1224,+40.692173,-073.938375
36,047,028100,3,1873,+40.692547,-073.941393
36,047,028200,0,0,+40.597115,-074.007932
36,047,028200,1,1540,+40.599588,-074.005221
36,047,028200,2,1103,+40.601906,-074.003586
36,047,028200,3,639,+40.601356,-074.002238
36,047,028300,1,1261,+40.696042,-073.940127
36,047,028300,2,1306,+40.695283,-073.940182
36,047,028300,3,1366,+40.694491,-073.940549
36,047,028400,1,1271,+40.607494,-073.997042
36,047,028400,2,1468,+40.606244,-073.998343
36,047,028400,3,1657,+40.604294,-074.000491
36,047,028501,1,636,+40.699169,-073.940775
36,047,028502,1,2658,+40.697455,-073.940843
36,047,028600,0,0,+40.595928,-074.006070
36,047,028600,1,1341,+40.597807,-074.003320
36,047,028600,2,1334,+40.598956,-074.003218
36,047,028600,3,1184,+40.598771,-074.001927
36,047,028600,4,967,+40.600034,-074.001041
36,047,028600,5,1268,+40.601461,-073.999676
36,047,028700,1,1208,+40.696336,-073.936058
36,047,028700,2,536,+40.695184,-073.934393
36,047,028700,3,1359,+40.694402,-073.934775
36,047,028800,1,1096,+40.605901,-073.995116
36,047,028800,2,1316,+40.604669,-073.996396
36,047,028800,3,1488,+40.603090,-073.998033
36,047,028900,1,847,+40.693341,-073.930082
36,047,028900,2,1093,+40.692299,-073.933551
36,047,028900,3,727,+40.693053,-073.933501
36,047,028900,4,1266,+40.693728,-073.934142
36,047,029000,1,1165,+40.604893,-073.992558
36,047,029000,2,1360,+40.603722,-073.993777
36,047,029000,3,1852,+40.601924,-073.995570
36,047,029100,1,1101,+40.691067,-073.934485
36,047,029100,2,1046,+40.690100,-073.933116
36,047,029100,3,895,+40.689293,-073.933616
36,047,029200,0,0,+40.594191,-074.004111
36,047,029200,1,1490,+40.599992,-073.997397
36,047,029200,2,1291,+40.598615,-073.999198
36,047,029200,3,0,+40.596452,-074.001380
36,047,029300,1,696,+40.688694,-073.932318
36,047,029300,2,871,+40.687771,-073.933826
36,047,029300,3,938,+40.687130,-073.932878
36,047,029300,4,897,+40.686399,-073.932719
36,047,029400,0,0,+40.592020,-074.002820
36,047,029400,1,2298,+40.596486,-073.997315
36,047,029500,1,974,+40.685489,-073.931070
36,047,029500,2,1004,+40.684009,-073.930770
36,047,029500,3,944,+40.683764,-073.933712
36,047,029500,4,929,+40.685153,-073.933986
36,047,029600,1,1451,+40.603078,-073.990816
36,047,029600,2,1668,+40.601543,-073.992847
36,047,029600,3,1575,+40.599526,-073.993687
36,047,029600,4,1299,+40.598978,-073.995827
36,047,029700,1,1067,+40.681945,-073.930358
36,047,029700,2,1770,+40.680166,-073.930699
36,047,029700,3,1084,+40.681800,-073.933321
36,047,029800,1,1661,+40.602384,-073.987667
36,047,029800,2,1172,+40.599291,-073.987087
36,047,029800,3,1122,+40.600803,-073.989575
36,047,029900,1,1226,+40.677942,-073.923757
36,047,029900,2,1270,+40.678358,-073.927574
36,047,030000,1,1043,+40.599309,-073.991784
36,047,030000,2,884,+40.598393,-073.990262
36,047,030000,3,854,+40.597532,-073.988839
36,047,030000,4,701,+40.596666,-073.987406
36,047,030000,5,742,+40.595665,-073.986045
36,047,030000,6,0,+40.594506,-073.985237
36,047,030100,1,1192,+40.677387,-073.912273
36,047,030100,2,692,+40.677439,-073.915261
36,047,030100,3,1086,+40.677635,-073.918406
36,047,030200,1,1473,+40.597027,-073.992794
36,047,030200,2,1547,+40.595521,-073.990352
36,047,030200,3,1371,+40.594191,-073.988150
36,047,030300,1,2006,+40.675131,-073.915217
36,047,030300,2,972,+40.675510,-073.920657
36,047,030300,3,1974,+40.674861,-073.918023
36,047,030400,0,0,+40.588384,-074.002633
36,047,030400,1,1546,+40.591837,-073.990654
36,047,030400,2,1764,+40.595297,-073.995065
36,047,030400,3,1376,+40.592911,-073.993315
36,047,030500,1,1213,+40.678174,-073.957851
36,047,030500,2,1911,+40.677016,-073.959005
36,047,030500,3,2380,+40.676155,-073.959411
36,047,030500,4,1745,+40.675329,-073.959976
36,047,030600,1,2215,+40.590562,-073.986093
36,047,030700,1,1642,+40.675588,-073.926247
36,047,030700,2,1169,+40.675432,-073.923444
36,047,030700,3,2814,+40.675531,-073.926165
36,047,030800,1,2314,+40.585883,-073.984079
36,047,030900,1,1094,+40.676440,-073.933886
36,047,030900,2,1115,+40.675033,-073.932236
36,047,031100,1,921,+40.676675,-073.937336
36,047,031100,2,1188,+40.675358,-073.940291
36,047,031100,3,1082,+40.676979,-073.940088
36,047,031300,1,1132,+40.677171,-073.942854
36,047,031300,2,1103,+40.675777,-073.943029
36,047,031300,3,1886,+40.675659,-073.945771
36,047,031300,4,988,+40.677333,-073.945622
36,047,031401,0,0,+40.585625,-074.001386
36,047,031401,1,1164,+40.589652,-073.989518
36,047,031401,2,1021,+40.589155,-073.991410
36,047,031401,3,1139,+40.586466,-073.989359
36,047,031401,4,0,+40.589357,-073.995108
36,047,031401,5,943,+40.588142,-073.987804
36,047,031401,6,875,+40.587117,-073.986599
36,047,031402,0,0,+40.582181,-073.995107
36,047,031402,1,0,+40.584310,-073.994097
36,047,031500,1,1447,+40.677468,-073.948392
36,047,031500,2,1435,+40.675880,-073.948544
36,047,031500,3,1346,+40.676160,-073.951307
36,047,031500,4,1385,+40.677598,-073.951298
36,047,031701,1,1590,+40.674751,-073.949926
36,047,031701,2,1214,+40.673861,-073.950016
36,047,031701,3,1195,+40.672971,-073.950123
36,047,031702,1,1184,+40.671672,-073.948938
36,047,031702,2,1046,+40.670417,-073.950583
36,047,031702,3,1484,+40.671668,-073.951723
36,047,031900,1,1188,+40.668792,-073.949207
36,047,031900,2,1251,+40.667166,-073.949361
36,047,031900,3,1013,+40.665154,-073.949325
36,047,032100,1,1310,+40.668960,-073.951976
36,047,032100,2,1369,+40.667363,-073.952127
36,047,032100,3,1347,+40.665914,-073.952174
36,047,032100,4,1462,+40.664735,-073.952423
36,047,032300,1,1361,+40.668521,-073.954622
36,047,032300,2,1079,+40.666504,-073.955077
36,047,032300,3,1069,+40.664862,-073.955212
36,047,032500,1,1242,+40.669509,-073.956934
36,047,032500,2,1454,+40.667955,-073.957501
36,047,032500,3,3522,+40.665062,-073.958093
36,047,032600,1,1039,+40.577243,-073.984818
36,047,032600,2,2063,+40.575335,-073.988298
36,047,032600,3,1710,+40.574642,-073.991022
36,047,032600,4,1047,+40.577093,-073.991241
36,047,032600,5,1216,+40.577446,-073.988036
36,047,032700,1,884,+40.662828,-073.955450
36,047,032700,2,1107,+40.662606,-073.958939
36,047,032700,3,1083,+40.661609,-073.962074
36,047,032800,1,919,+40.576750,-073.994320
36,047,032800,2,671,+40.576437,-073.997129
36,047,032800,3,751,+40.576150,-073.999524
36,047,032800,4,749,+40.575872,-074.001998
36,047,032900,1,1510,+40.663448,-073.944095
36,047,032900,2,1541,+40.663336,-073.946779
36,047,032900,3,1431,+40.662989,-073.949423
36,047,032900,4,1225,+40.663160,-073.952348
36,047,033000,0,0,+40.581110,-073.997427
36,047,033000,1,2235,+40.578577,-074.001645
36,047,033000,2,568,+40.580036,-074.002658
36,047,033000,3,1620,+40.579052,-073.999270
36,047,033100,1,1511,+40.664020,-073.938543
36,047,033100,2,1870,+40.663800,-073.941398
36,047,033100,3,836,+40.664614,-073.945220
36,047,033300,1,1210,+40.666113,-073.939382
36,047,033300,2,1862,+40.665265,-073.940244
36,047,033300,3,1431,+40.666254,-073.945706
36,047,033500,1,1249,+40.667351,-073.938215
36,047,033500,2,1032,+40.667461,-073.940986
36,047,033500,3,950,+40.667768,-073.945324
36,047,033600,0,0,+40.579938,-074.012896
36,047,033600,1,888,+40.577030,-074.005391
36,047,033600,2,1029,+40.574835,-074.005311
36,047,033600,3,816,+40.576154,-074.009186
36,047,033600,4,565,+40.577797,-074.010631
